"","Orthogroup.ID","AHRD.Descriptions","TAIR.Gene.s..Descriptions","Pfam.Domains","GO.Molecular.Functions","GO.Biological.Processes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pn3.4223",760,"Leucine-rich repeat protein kinase family protein [0.929] | Protein kinase superfamily protein [0.060] | protein kinase family protein [0.012]","Leucine-rich repeat protein kinase family protein","LRR_1 (PF00560) [0.774] | Pkinase_Tyr (PF07714) [0.762] | LRRNT_2 (PF08263) [0.679] | LRR_8 (PF13855) [0.310] | Pkinase (PF00069) [0.226] | LRR_6 (PF13516) [0.012] | eIF-5_eIF-2B (PF01873) [0.012]","protein kinase activity (GO:0004672) [0.988] | protein binding (GO:0005515) [0.774] | ATP binding (GO:0005524) [0.226] | translation initiation factor activity (GO:0003743) [0.012]","protein phosphorylation (GO:0006468) [0.988] | translational initiation (GO:0006413) [0.012]",2.0819417592156,-4.19621492549296,1.52669401084586,15.1588117962787,0.0016858416573415,0.00286779614337481
"Pn3.4228",7150,"dihydroflavonol 4-reductase [0.889] | NAD(P)-binding Rossmann-fold superfamily protein [0.111]","dihydroflavonol 4-reductase","Epimerase (PF01370) [1.000]","coenzyme binding (GO:0050662) [1.000] | catalytic activity (GO:0003824) [1.000]","cellular metabolic process (GO:0044237) [1.000]",13.7412142198104,-6.6707218963662,1.2633353306918,96.8238198640998,7.48727403694393e-21,5.66614733258381e-20
"Pn3.428",9829,"Type 2 DNA topoisomerase 6 subunit B [1.000]","topoisomerase 6 subunit  B","HATPase_c (PF02518) [1.000] | Topo-VIb_trans (PF09239) [0.955]","ATP binding (GO:0005524) [1.000] | DNA topoisomerase type II (ATP-hydrolyzing) activity (GO:0003918) [0.955] | DNA binding (GO:0003677) [0.955]","DNA topological change (GO:0006265) [0.955]",161.824483643751,-3.08604538231452,0.245334910902117,220.839065769678,1.32232304011474e-47,4.42314599068863e-46
"Pn3.4282",3010,"Shugoshin C terminus [0.814] | Shugoshin-1 [0.023]","Shugoshin C terminus","Shugoshin_C (PF07557) [0.721]","NULL / Representative annotation below 0.1%","meiotic chromosome segregation (GO:0045132) [0.721]",75.7624928022435,-2.98025013468689,0.319304724502472,162.48291414288,5.33673966272819e-35,9.59248571418862e-34
"Pn3.4283",8129,"Ankyrin repeat family protein [1.000]","Ankyrin repeat family protein","Ank_2 (PF12796) [1.000] | Ank (PF00023) [0.840] | Ank_5 (PF13857) [0.160] | Asp (PF00026) [0.040]","protein binding (GO:0005515) [0.840] | aspartic-type endopeptidase activity (GO:0004190) [0.040]","proteolysis (GO:0006508) [0.040]",49.2836455831565,-4.20436081032119,0.553785915227173,90.5506573423314,1.66832082954276e-19,1.15669215782291e-18
"Pn3.430",67,"C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [1.000]","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein | Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein | C2 domain-containing protein","C2 (PF00168) [1.000] | PRT_C (PF08372) [0.976] | DUF3292 (PF11696) [0.010] | GSHPx (PF00255) [0.003] | Exostosin (PF03016) [0.003] | Dimer_Tnp_hAT (PF05699) [0.003] | Retrotrans_gag (PF03732) [0.003]","protein binding (GO:0005515) [1.000] | glutathione peroxidase activity (GO:0004602) [0.003] | protein dimerization activity (GO:0046983) [0.003]","oxidation-reduction process (GO:0055114) [0.003] | response to oxidative stress (GO:0006979) [0.003]",2383.13491367728,-1.47128073752467,0.182918931549549,137.784542753463,1.1353385162951e-29,1.50586320306947e-28
"Pn3.4366",3307,"expansin A4 [0.425] | expansin A9 [0.275] | expansin A2 [0.225] | expansin A5 [0.075]","expansin A13 | expansin A20","DPBB_1 (PF03330) [1.000] | Pollen_allerg_1 (PF01357) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",66.2322676198619,-1.99937094582103,0.344882203657262,117.167726708102,3.14308234696214e-25,3.20724143320088e-24
"Pn3.4385",6508,"Insulinase (Peptidase family M16) protein [0.964] | 60S ribosomal protein L31 [0.036]","Insulinase (Peptidase family M16) protein","Peptidase_M16_C (PF05193) [1.000] | Peptidase_M16 (PF00675) [0.857] | Ribosomal_L31e (PF01198) [0.036]","structural constituent of ribosome (GO:0003735) [0.036]","translation (GO:0006412) [0.036]",19.732225164811,-3.35335192823583,0.821586374616898,22.9620496175481,4.11252699002651e-05,8.49039047729868e-05
"Pn3.4390",6986,"cyclin H;1 [1.000]","cyclin H;1","Cyclin_N (PF00134) [0.889]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",34.8312614216301,-4.1107259348876,0.632358677792606,77.7325077579036,9.40426425228449e-17,5.33137410169202e-16
"Pn3.4402",5890,"RAC-like GTP binding protein 5 [1.000]","RAC-like 10 | RHO-related protein from plants 10","Ras (PF00071) [1.000]","GTP binding (GO:0005525) [1.000]","small GTPase mediated signal transduction (GO:0007264) [1.000]",304.05203189137,-1.94843996622634,0.137721754300321,316.06291215526,3.31898356678105e-68,2.35522193484984e-66
"Pn3.4462",210,"Raffinose synthase family protein [0.792] | Leucine-rich repeat receptor-like protein kinase family protein [0.047] | Leucine-rich receptor-like protein kinase family protein [0.027] | receptor like protein 52 [0.027] | receptor like protein 27 [0.027] | receptor like protein 12 [0.020] | receptor like protein 54 [0.013] | Leucine-rich repeat protein kinase family protein [0.013] | receptor like protein 43 [0.013] | receptor like protein 33 [0.013] | receptor like protein 6 [0.007]","Raffinose synthase family protein | seed imbibition 1 | seed imbibition 2","Raffinose_syn (PF05691) [0.805] | LRR_1 (PF00560) [0.174] | LRR_8 (PF13855) [0.174] | LRRNT_2 (PF08263) [0.141] | LRR_6 (PF13516) [0.047] | LRR_4 (PF12799) [0.034] | LRR_7 (PF13504) [0.013]","protein binding (GO:0005515) [0.174]","NULL / Representative annotation below 0.1%",33.1846936135729,-4.04146067473561,0.796484713367788,120.23000620032,6.88494610775071e-26,7.28489476452739e-25
"Pn3.4472",438,"ubiquitin conjugating enzyme 9 [0.981] | ubiquitin-conjugating enzyme 30 [0.019]","ubiquitin-conjugating enzyme 30 | ubiquitin conjugating enzyme 9","UQ_con (PF00179) [1.000]","acid-amino acid ligase activity (GO:0016881) [1.000]","NULL / Representative annotation below 0.1%",19.1548932163917,-3.05407467181148,0.664398352803657,64.2815797756672,7.14530449627052e-14,3.26827215623435e-13
"Pn3.4491",9568,"COP9 signalosome complex subunit 6a [1.000]","COP9 signalosome subunit 6A","MitMem_reg (PF13012) [1.000] | JAB (PF01398) [1.000]","protein binding (GO:0005515) [1.000]","NULL / Representative annotation below 0.1%",48.2807509048658,-2.24771803216792,0.397749780393252,43.9494843704465,1.54693565259898e-09,4.95032612635521e-09
"Pn3.4532",9982,"ABL interactor-like protein 3 [0.524] | ABL interactor-like protein 4 [0.238] | ABL interactor-like protein 2 [0.190] | ABI-1-like 1 [0.048]","Unkown protein(s) / No TAIR description(s)","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",386.349065914096,-3.54931496857473,0.328987392657599,274.349090965812,3.5360475594865e-59,1.8476977897944e-57
"Pn3.4541",42,"Ribonuclease H-like superfamily protein [0.173] | Polynucleotidyl transferase, ribonuclease H-like superfamily protein [0.078] | DNAse I-like superfamily protein [0.071] | RNA-directed DNA polymerase (reverse transcriptase)-related family protein chrM:90883-91347 REVERSE [0.024] | LINE-1 retrotransposable element ORF2 protein [0.015] | zinc ion binding;nucleic acid binding [0.012] | RNA-directed DNA polymerase (reverse transcriptase)-related family protein [0.012] | Transposon TX1 uncharacterized 149 kDa protein [0.012] | Ubiquitin-like domain-containing CTD phosphatase [0.010] | RNA-directed DNA polymerase (reverse transcriptase) chrM:310514-310882 FORWARD [0.007] | glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein [0.007] | PHD finger protein [0.007] | tapetum determinant 1 [0.007] | BEST Arabidopsis thaliana protein match is: Ribonuclease H-like superfamily protein . [0.005] | Beta-1,3-N-Acetylglucosaminyltransferase family protein [0.005] | T-complex protein 1 subunit gamma [0.005] | Aminotransferase-like, plant mobile domain family protein [0.002] | Pentatricopeptide repeat (PPR) superfamily protein [0.002] | LINE-1 reverse transcriptase homolog [0.002] | Ubiquitin-associated/translation elongation factor EF1B protein [0.002] | Protein kinase superfamily protein [0.002] | nucleic acid binding;zinc ion binding [0.002] | Pentatricopeptide repeat (PPR-like) superfamily protein [0.002] | RNA binding;RNA-directed DNA polymerases [0.002] | ARM repeat superfamily protein [0.002] | Cysteine proteinase inhibitor 5 [0.002] | heat shock protein 90.1 [0.002] | NAC domain containing protein 32 [0.002]","RNA-directed DNA polymerase (reverse transcriptase) | PHD finger protein","RVT_3 (PF13456) [0.409] | zf-RVT (PF13966) [0.158] | Exo_endo_phos (PF03372) [0.080] | zf-CCHC_4 (PF14392) [0.056] | DUF4283 (PF14111) [0.051] | RVT_1 (PF00078) [0.041] | ubiquitin (PF00240) [0.005] | PPR_2 (PF13041) [0.005] | RNase_H (PF00075) [0.005] | Cpn60_TCP1 (PF00118) [0.005] | PMEI (PF04043) [0.005] | Cystatin (PF00031) [0.002] | Gamma-thionin (PF00304) [0.002] | NAM (PF02365) [0.002] | p450 (PF00067) [0.002] | FBD (PF08387) [0.002] | FBA_1 (PF07734) [0.002] | PMD (PF10536) [0.002]","RNA binding (GO:0003723) [0.041] | RNA-directed DNA polymerase activity (GO:0003964) [0.041] | protein binding (GO:0005515) [0.005] | nucleic acid binding (GO:0003676) [0.005] | pectinesterase activity (GO:0030599) [0.005] | ATP binding (GO:0005524) [0.005] | enzyme inhibitor activity (GO:0004857) [0.005] | RNA-DNA hybrid ribonuclease activity (GO:0004523) [0.005] | iron ion binding (GO:0005506) [0.002] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [0.002] | cysteine-type endopeptidase inhibitor activity (GO:0004869) [0.002] | heme binding (GO:0020037) [0.002] | DNA binding (GO:0003677) [0.002]","RNA-dependent DNA replication (GO:0006278) [0.041] | cellular protein metabolic process (GO:0044267) [0.005] | regulation of transcription, DNA-templated (GO:0006355) [0.002] | defense response (GO:0006952) [0.002] | oxidation-reduction process (GO:0055114) [0.002]",24.169055002032,-1.08555031918854,0.411180239561902,25.1290873042428,1.45100414247646e-05,3.15122013757559e-05
"Pn3.4563",2850,"eukaryotic translation initiation factor 3 subunit C2 [0.977] | Eukaryotic translation initiation factor 3 subunit C [0.023]","eukaryotic translation initiation factor 3 subunit C2 | eukaryotic translation initiation factor 3C","eIF-3c_N (PF05470) [1.000] | PCI (PF01399) [0.955] | Peptidase_C48 (PF02902) [0.023] | RVT_3 (PF13456) [0.023]","translation initiation factor activity (GO:0003743) [1.000] | translation initiation factor binding (GO:0031369) [1.000] | protein binding (GO:0005515) [0.955] | cysteine-type peptidase activity (GO:0008234) [0.023]","translational initiation (GO:0006413) [1.000] | proteolysis (GO:0006508) [0.023]",28.5174351049238,-4.5416516186578,0.718199958608667,105.926278229725,8.25821691109604e-23,7.17946239285431e-22
"Pn3.4574",9832,"pale cress protein (PAC) [1.000]","pale cress protein (PAC)","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",14.2623926921673,-1.72665986271219,0.558579898843222,30.3744041961433,1.15113592492417e-06,2.80565606275197e-06
"Pn3.4611",9832,"pale cress protein (PAC) [1.000]","pale cress protein (PAC)","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",12.9359176478289,-2.00332723855664,0.643629122790246,22.4530050278313,5.24999740017885e-05,0.00010718218588467
"Pn3.4643",7612,"Nef-associated protein 1 [0.885]","Unkown protein(s) / No TAIR description(s)","UPF0066 (PF01980) [0.923]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",29.8148235846878,-3.57755118020639,0.575402761401142,67.8970955314883,1.2035368521123e-14,5.81914271644627e-14
"Pn3.4755",5930,"MATE efflux family protein [1.000]","MATE efflux family protein","MatE (PF01554) [1.000]","drug transmembrane transporter activity (GO:0015238) [1.000] | antiporter activity (GO:0015297) [1.000]","drug transmembrane transport (GO:0006855) [1.000] | transmembrane transport (GO:0055085) [1.000]",706.972865163402,-6.96938625349431,0.387201568701766,1303.78698723816,2.21885557558917e-282,4.75363392122651e-279
"Pn3.4770",12657,"cytochrome P450, family 71, subfamily B, polypeptide 10 [0.444] | cytochrome P450, family 77, subfamily A, polypeptide 9 [0.222] | cytochrome P450, family 81, subfamily F, polypeptide 4 [0.111] | cytochrome P450, family 77, subfamily B, polypeptide 1 [0.111] | cytochrome P450, family 71, subfamily B, polypeptide 13 [0.111]","Unkown protein(s) / No TAIR description(s)","p450 (PF00067) [1.000]","iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]","oxidation-reduction process (GO:0055114) [1.000]",9884.1811458532,-5.14503791500656,0.898220120530359,56.7617675851316,2.88911832473819e-12,1.17026589925247e-11
"Pn3.4805",9241,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",175.841112195338,-3.21272546202553,0.306381359481695,125.405049468383,5.28639623187208e-27,5.95778974128069e-26
"Pn3.4815",4296,"BED zinc finger ;hAT family dimerisation domain [0.514] | cytochrome B561-1 [0.400] | Cytochrome b reductase 1 [0.057] | Cytochrome b561/ferric reductase transmembrane protein family [0.029]","Cytochrome b561/ferric reductase transmembrane protein family | BED zinc finger ;hAT family dimerisation domain","DUF4413 (PF14372) [0.486] | Dimer_Tnp_hAT (PF05699) [0.486] | Cytochrom_B561 (PF03188) [0.486] | zf-BED (PF02892) [0.286]","protein dimerization activity (GO:0046983) [0.486] | DNA binding (GO:0003677) [0.286]","NULL / Representative annotation below 0.1%",313.61855780159,-4.1401006458791,0.281970600328385,244.760628481139,8.89158714182374e-53,3.63005903367196e-51
"Pn3.4821",4296,"BED zinc finger ;hAT family dimerisation domain [0.514] | cytochrome B561-1 [0.400] | Cytochrome b reductase 1 [0.057] | Cytochrome b561/ferric reductase transmembrane protein family [0.029]","Cytochrome b561/ferric reductase transmembrane protein family | BED zinc finger ;hAT family dimerisation domain","DUF4413 (PF14372) [0.486] | Dimer_Tnp_hAT (PF05699) [0.486] | Cytochrom_B561 (PF03188) [0.486] | zf-BED (PF02892) [0.286]","protein dimerization activity (GO:0046983) [0.486] | DNA binding (GO:0003677) [0.286]","NULL / Representative annotation below 0.1%",127.036026571066,-3.76381041086537,0.356294466681638,148.708110520676,5.00544886463268e-32,7.56195918132385e-31
"Pn3.4828",871,"exoribonuclease 4 [0.481] | 5'-3' exoribonuclease 3 [0.468] | exoribonuclease 2 [0.051]","exoribonuclease 4 | exoribonuclease 2 | 5'-3' exoribonuclease 3","XRN_N (PF03159) [0.937] | zf-CCHC (PF00098) [0.684]","nucleic acid binding (GO:0003676) [0.937] | exonuclease activity (GO:0004527) [0.937] | zinc ion binding (GO:0008270) [0.684]","NULL / Representative annotation below 0.1%",119.629525856154,-4.4622155963973,0.453779504368101,110.943839775013,6.8739424560876e-24,6.41615500206185e-23
"Pn3.4864",640,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","DUF3755 (PF12579) [0.011] | Tetraspannin (PF00335) [0.011] | F420_oxidored (PF03807) [0.011]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",45.4238489699365,-2.71682393710635,0.388820462982657,193.233186132967,1.22224427876147e-41,3.09970519174061e-40
"Pn3.4872",1046,"CRS1 / YhbY (CRM) domain-containing protein [0.849] | CRM family member 3A [0.055] | CRM family member 2 [0.041] | CRM family member 3B [0.027] | CRS2-associated factor 2, chloroplastic [0.027]","CRM family member 3B | CRM family member 3A | CRM family member 2 | CRS1 / YhbY (CRM) domain-containing protein","CRS1_YhbY (PF01985) [1.000] | GASA (PF02704) [0.027] | Pyrid_oxidase_2 (PF13883) [0.014] | Ribosomal_S15 (PF00312) [0.014]","RNA binding (GO:0003723) [1.000] | structural constituent of ribosome (GO:0003735) [0.014]","translation (GO:0006412) [0.014]",183.099264292286,-2.6449932385413,0.25400483872151,135.169226100937,4.15845989008584e-29,5.33930109745896e-28
"Pn3.4873",1046,"CRS1 / YhbY (CRM) domain-containing protein [0.849] | CRM family member 3A [0.055] | CRM family member 2 [0.041] | CRM family member 3B [0.027] | CRS2-associated factor 2, chloroplastic [0.027]","CRM family member 3B | CRM family member 3A | CRM family member 2 | CRS1 / YhbY (CRM) domain-containing protein","CRS1_YhbY (PF01985) [1.000] | GASA (PF02704) [0.027] | Pyrid_oxidase_2 (PF13883) [0.014] | Ribosomal_S15 (PF00312) [0.014]","RNA binding (GO:0003723) [1.000] | structural constituent of ribosome (GO:0003735) [0.014]","translation (GO:0006412) [0.014]",28.2558966240782,-2.05152978021271,0.447344632758131,36.0195118938124,7.417582035741e-08,2.03473578311071e-07
"Pn3.4887",596,"CYCLIN D1;1 [0.337] | Cyclin D2;1 [0.284] | CYCLIN D4;1 [0.232] | cyclin d4;2 [0.084] | Cyclin-D3-1 [0.011] | Cyclin-D1-2 [0.011] | Cyclin-D4-2 [0.011] | Cyclin-D2-2 [0.011] | CYCLIN D3;3 [0.011] | Cyclin-D4-1 [0.011]","CYCLIN D1;1 | cyclin d4;2 | Cyclin D2;1 | CYCLIN D4;1","Cyclin_N (PF00134) [1.000] | Cyclin_C (PF02984) [0.947]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",1555.0746622855,-1.04832414689558,0.157514415961718,447.118079357418,1.37297284153128e-96,2.0868259506923e-94
