Unnamed: 0,Orthogroup.ID,AHRD.Descriptions,TAIR.Gene.s..Descriptions,Pfam.Domains,GO.Molecular.Functions,GO.Biological.Processes,Cluster
Pn21.373,297,"cytochrome P450, family 94, subfamily D, polypeptide 2 ","cytochrome P450, family 94, subfamily B, polypeptide 2 ",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],5
Pn21.392,3487,Long-chain-fatty-acid--CoA ligase 1 ,acyl-activating enzyme 15 ,AMP-binding ,catalytic activity ,metabolic process (GO:0008152) [1.000],3
Pn21.403,10787,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn21.418,6496,Peptidase S41 family protein ,Peptidase S41 family protein,Peptidase_S41 ,serine-type peptidase activity ,proteolysis (GO:0006508) [1.000],6
Pn21.443,12117,Auxin-responsive family protein ,Unkown protein(s) / No TAIR description(s),DUF568 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn21.444,9857,allene oxide synthase ,hydroperoxide lyase 1,p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [0.952],4
Pn21.455,6571,"cytochrome P450, family 97, subfamily A, polypeptide 3 ","cytochrome P450, family 97, subfamily A, polypeptide 3",p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],6
Pn21.463,2275,peroxisomal 3-ketoacyl-CoA thiolase 3 ,peroxisomal 3-keto-acyl-CoA thiolase 2 ,Thiolase_C ,"transferase activity, transferring acyl groups other than amino-acyl groups ",metabolic process (GO:0008152) [1.000] | protein phosphorylation (GO:0006468) [0.020] | vesicle-mediated transport (GO:0016192) [0.020],2
Pn21.485,1226,Ankyrin repeat family protein ,Ankyrin repeat family protein,GPCR_chapero_1 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn21.510,4326,Ubiquitin-conjugating enzyme E2 variant 3 ,ELCH-like ,Vps23_core ,NULL / Representative annotation below 0.1%,protein transport (GO:0015031) [1.000] | cellular protein modification process (GO:0006464) [1.000],2
Pn21.514,897,Protein kinase superfamily protein ,Protein kinase superfamily protein,Pkinase_Tyr ,protein kinase activity ,protein phosphorylation (GO:0006468) [1.000],3
Pn21.516,4368,pfkB-like carbohydrate kinase family protein ,pfkB-like carbohydrate kinase family protein,PfkB ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn21.555,765,Long-chain-alcohol oxidase FAO1 ,Long-chain fatty alcohol dehydrogenase family protein ,GMC_oxred_N ,flavin adenine dinucleotide binding ,oxidation-reduction process (GO:0055114) [1.000],5
Pn21.586,765,Long-chain-alcohol oxidase FAO1 ,Long-chain fatty alcohol dehydrogenase family protein ,GMC_oxred_N ,flavin adenine dinucleotide binding ,oxidation-reduction process (GO:0055114) [1.000],5
Pn21.609,1176,dCTP pyrophosphatase 1 ,Unkown protein(s) / No TAIR description(s),MazG ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn21.670,3346,Plant invertase/pectin methylesterase inhibitor superfamily ,Plant invertase/pectin methylesterase inhibitor superfamily,Pectinesterase ,pectinesterase activity ,cell wall modification (GO:0042545) [1.000],1
Pn21.760,200,Abscisic acid receptor PYR1 ,PYR1-like 2 ,Polyketide_cyc2 ,NULL / Representative annotation below 0.1%,response to biotic stimulus (GO:0009607) [0.026] | defense response (GO:0006952) [0.026],4
Pn21.762,6781,alpha/beta-Hydrolases superfamily protein ,alpha/beta-Hydrolases superfamily protein,Lipase_3 ,triglyceride lipase activity ,lipid metabolic process (GO:0006629) [0.963],6
Pn21.774,6797,Serine/threonine-protein kinase Rio1 ,Serine/threonine-protein kinase Rio1,RIO1 ,ATP binding ,NULL / Representative annotation below 0.1%,3
Pn21.809,158,cellulose synthase like E1 ,cellulose synthase like G1 ,Cellulose_synt ,cellulose synthase ,"cellulose biosynthetic process (GO:0030244) [1.000] | transport (GO:0006810) [0.006] | transcription, DNA-templated (GO:0006351) [0.006]",5
Pn21.82,3240,Nucleotide-diphospho-sugar transferase family protein ,cyclin-related ,Nucleotid_trans ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn21.824,54,Cytochrome P450 superfamily protein ,Cytochrome P450 superfamily protein ,p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [0.994],2
Pn21.83,4889,DNA polymerase epsilon catalytic subunit ,DNA polymerase epsilon catalytic subunit,DUF1744 ,DNA-directed DNA polymerase activity ,DNA replication (GO:0006260) [0.938],3
Pn21.835,158,cellulose synthase like E1 ,cellulose synthase like G1 ,Cellulose_synt ,cellulose synthase ,"cellulose biosynthetic process (GO:0030244) [1.000] | transport (GO:0006810) [0.006] | transcription, DNA-templated (GO:0006351) [0.006]",5
Pn21.885,5559,"Elongation factor Tu, chloroplastic ",RAB GTPase homolog E1B,GTP_EFTU_D2 ,GTPase activity ,NULL / Representative annotation below 0.1%,4
Pn21.907,9744,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn21.916,1860,RING/U-box superfamily protein ,RING/U-box superfamily protein,zf-C3HC4_3 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn21.953,1492,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),SEO_N ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn21.964,9354,Rhodanese-like domain-containing protein 10 ,Rhodanese/Cell cycle control phosphatase superfamily protein,Rhodanese ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn22.110,214,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,Trehalose_PPase ,catalytic activity ,trehalose biosynthetic process (GO:0005992) [1.000],5
Pn22.115,5007,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn22.116,11041,Phototropic-responsive NPH3 family protein ,Phototropic-responsive NPH3 family protein,NPH3 ,protein binding ,NULL / Representative annotation below 0.1%,6
Pn22.152,1379,Rho GTPase-activating protein 7 ,Rho GTPase activation protein (RhoGAP) with PH domain,RhoGAP ,NULL / Representative annotation below 0.1%,signal transduction (GO:0007165) [0.873],3
Pn22.203,6543,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),WWbp ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2
Pn22.252,272,F-box protein ,auxin signaling F-box 2 ,LRR_6 ,protein binding ,NULL / Representative annotation below 0.1%,5
Pn22.254,5635,NAD(P)H-hydrate epimerase ,pyridoxin (pyrodoxamine) 5'-phosphate oxidase,YjeF_N ,pyridoxamine-phosphate oxidase activity ,oxidation-reduction process (GO:0055114) [1.000],3
Pn22.269,1938,cullin 3 ,cullin 3 ,Cullin ,ubiquitin protein ligase binding ,ubiquitin-dependent protein catabolic process (GO:0006511) [1.000],2
Pn22.278,6083,CAAX amino terminal protease family protein ,CAAX amino terminal protease family protein,Abi ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,6
Pn22.345,2709,Cysteine-rich receptor-like protein kinase 2 ,Unkown protein(s) / No TAIR description(s),Stress-antifung ,protein kinase activity ,protein phosphorylation (GO:0006468) [1.000],2
Pn22.346,2709,Cysteine-rich receptor-like protein kinase 2 ,Unkown protein(s) / No TAIR description(s),Stress-antifung ,protein kinase activity ,protein phosphorylation (GO:0006468) [1.000],5
Pn22.352,1944,Unkown protein / Representative AHRD below 0.1%,Protein of unknown function (DUF3755),DUF3755 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn22.40,8384,pfkB-like carbohydrate kinase family protein ,pfkB-like carbohydrate kinase family protein,PfkB ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn22.404,7675,Remorin family protein ,Remorin family protein,Remorin_C ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn22.405,1848,F-box family protein ,Unkown protein(s) / No TAIR description(s),DUF295 ,protein binding ,NULL / Representative annotation below 0.1%,1
Pn22.424,2738,AMP-dependent synthetase and ligase family protein ,AMP-dependent synthetase and ligase family protein ,AMP-binding ,catalytic activity ,metabolic process (GO:0008152) [1.000],1
Pn22.431,170,Argonaute family protein ,Stabilizer of iron transporter SufD / Polynucleotidyl transferase ,PAZ ,protein binding ,"regulation of transcription, DNA-templated (GO:0006355) [0.006]",3
Pn22.451,82,glucan synthase-like 12 ,callose synthase 1 ,Glucan_synthase ,"1,3-beta-D-glucan synthase activity ",(1->3)-beta-D-glucan biosynthetic process (GO:0006075) [0.929],3
Pn22.47,2243,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),DUF247 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,4
Pn22.492,2165,Copper amine oxidase family protein ,Copper amine oxidase family protein,Cu_amine_oxid ,quinone binding ,amine metabolic process (GO:0009308) [1.000] | oxidation-reduction process (GO:0055114) [1.000],1
Pn22.494,1958,DDB1- and CUL4-associated factor 8 ,Transducin/WD40 repeat-like superfamily protein,WD40 ,protein binding ,NULL / Representative annotation below 0.1%,3
Pn22.50,6952,P-loop containing nucleoside triphosphate hydrolases superfamily protein ,P-loop containing nucleoside triphosphate hydrolases superfamily protein,AAA ,ATP binding ,NULL / Representative annotation below 0.1%,3
Pn22.504,3465,Cytochrome P450 superfamily protein ,ferulic acid 5-hydroxylase 1 ,p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],1
Pn22.507,10300,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,5
Pn22.528,753,glutathione peroxidase 6 ,glutathione peroxidase 1 ,GSHPx ,glutathione peroxidase activity ,oxidation-reduction process (GO:0055114) [1.000] | response to oxidative stress (GO:0006979) [1.000] | cell cycle (GO:0007049) [0.012],5
Pn22.565,643,Transitional endoplasmic reticulum ATPase ,"ATPase, AAA-type, CDC48 protein ",AAA ,ATP binding ,NULL / Representative annotation below 0.1%,5
Pn22.595,10391,5'-AMP-activated protein kinase-related ,5'-AMP-activated protein kinase-related,UBN2_3 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
Pn22.607,7716,Poly ,poly(ADP-ribose) polymerase,WGR ,NAD+ ADP-ribosyltransferase activity ,protein ADP-ribosylation (GO:0006471) [0.962],3
Pn22.608,1105,Cysteine proteinase 1 ,Papain family cysteine protease,Peptidase_C1 ,cysteine-type peptidase activity ,proteolysis (GO:0006508) [1.000],2
Pn22.613,578,gibberellin 20 oxidase 2 ,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein ,2OG-FeII_Oxy ,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors ",oxidation-reduction process (GO:0055114) [1.000],4
Pn22.614,1786,DNA-directed RNA polymerase V subunit 1 ,nuclear RNA polymerase D1B ,RNA_pol_Rpb1_2 ,DNA-directed RNA polymerase activity ,"transcription, DNA-templated (GO:0006351) [0.821]",3
Pn22.633,93,Major facilitator superfamily protein ,Major facilitator superfamily protein ,PTR2 ,transporter activity ,transport (GO:0006810) [1.000],1
Pn22.677,10675,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn22.678,584,Plant neutral invertase family protein ,Plant neutral invertase family protein ,Glyco_hydro_100 ,glycopeptide alpha-N-acetylgalactosaminidase activity ,protein retention in ER lumen (GO:0006621) [0.011],1
Pn22.697,1847,Unkown protein / Representative AHRD below 0.1%,Plant protein of unknown function (DUF869),DUF869 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn22.702,67,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein ,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein ,C2 ,protein binding ,oxidation-reduction process (GO:0055114) [0.003] | response to oxidative stress (GO:0006979) [0.003],2
Pn22.703,373,Copper-exporting P-type ATPase A ,copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1) ,E1-E2_ATPase ,metal ion binding ,metal ion transport (GO:0030001) [0.759],2
Pn22.747,2165,Copper amine oxidase family protein ,Copper amine oxidase family protein,Cu_amine_oxid ,quinone binding ,amine metabolic process (GO:0009308) [1.000] | oxidation-reduction process (GO:0055114) [1.000],1
Pn22.748,1958,DDB1- and CUL4-associated factor 8 ,Transducin/WD40 repeat-like superfamily protein,WD40 ,protein binding ,NULL / Representative annotation below 0.1%,3
Pn22.751,506,Zinc finger protein CONSTANS-LIKE 3 ,salt tolerance homolog2 ,zf-B_box ,zinc ion binding ,NULL / Representative annotation below 0.1%,2
Pn22.757,3465,Cytochrome P450 superfamily protein ,ferulic acid 5-hydroxylase 1 ,p450 ,iron ion binding ,oxidation-reduction process (GO:0055114) [1.000],1
Pn22.770,95,Terpenoid cyclases/Protein prenyltransferases superfamily protein ,Terpenoid cyclases/Protein prenyltransferases superfamily protein ,Terpene_synth_C ,magnesium ion binding ,metabolic process (GO:0008152) [0.838] | oxidation-reduction process (GO:0055114) [0.004] | response to oxidative stress (GO:0006979) [0.004],3
Pn22.775,753,glutathione peroxidase 6 ,glutathione peroxidase 1 ,GSHPx ,glutathione peroxidase activity ,oxidation-reduction process (GO:0055114) [1.000] | response to oxidative stress (GO:0006979) [1.000] | cell cycle (GO:0007049) [0.012],5
Pn22.801,11,Leucine-rich receptor-like protein kinase family protein ,Leucine-rich repeat protein kinase family protein ,LRR_1 ,protein kinase activity ,"protein phosphorylation (GO:0006468) [0.927] | intracellular protein transport (GO:0006886) [0.028] | vesicle-mediated transport (GO:0016192) [0.028] | tRNA aminoacylation for protein translation (GO:0006418) [0.001] | tRNA aminoacylation (GO:0043039) [0.001] | regulation of transcription, DNA-templated (GO:0006355) [0.001] | RNA-dependent DNA replication (GO:0006278) [0.001]",2
Pn22.812,1976,Unkown protein / Representative AHRD below 0.1%,Protein of unknown function (DUF300),Solute_trans_a ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn22.828,2229,RING/U-box superfamily protein ,RING/U-box superfamily protein,zf-RING_2 ,protein binding ,NULL / Representative annotation below 0.1%,5
Pn22.845,1847,Unkown protein / Representative AHRD below 0.1%,Plant protein of unknown function (DUF869),DUF869 ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,1
Pn22.849,67,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein ,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein ,C2 ,protein binding ,oxidation-reduction process (GO:0055114) [0.003] | response to oxidative stress (GO:0006979) [0.003],2
Pn22.85,9835,Energy-coupling factor transporter ATP-binding protein EcfA1 ,ABC transporter family protein,ABC_tran ,ATP binding ,NULL / Representative annotation below 0.1%,3
Pn22.850,373,Copper-exporting P-type ATPase A ,copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1) ,E1-E2_ATPase ,metal ion binding ,metal ion transport (GO:0030001) [0.759],2
Pn22.874,9139,Tetraspanin-10 ,tetraspanin10,Tetraspannin ,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,3
