Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A8J2NWH2	unreviewed	A0A8J2NWH2_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS10256	Allacma fusca	365
A0A8J2P9P7	unreviewed	A0A8J2P9P7_9HEXA	sphingolipid 4-desaturase (EC 1.14.19.17)	AFUS01_LOCUS19899	Allacma fusca	335
A0A8J2PNZ8	unreviewed	A0A8J2PNZ8_9HEXA	cholesterol 7-desaturase (EC 1.14.19.21)	AFUS01_LOCUS47274	Allacma fusca	441
A0A8J2R548	unreviewed	A0A8J2R548_9NEOP	sphingolipid 4-desaturase (EC 1.14.19.17)	DCHRY22_LOCUS12079	Danaus chrysippus (African queen)	321
A0A8J2RQ95	unreviewed	A0A8J2RQ95_9CRUS	cholesterol 7-desaturase (EC 1.14.19.21)	DGAL_LOCUS5643	Daphnia galeata	455
A0A8J2RT14	unreviewed	A0A8J2RT14_9CRUS	cholesterol 7-desaturase (EC 1.14.19.21)	DGAL_LOCUS8386	Daphnia galeata	426
A0A8J2RTG1	unreviewed	A0A8J2RTG1_9CRUS	sphingolipid 4-desaturase (EC 1.14.19.17)	DGAL_LOCUS11493	Daphnia galeata	369
A0A8J2T5W2	unreviewed	A0A8J2T5W2_ZYGB2	Acyl-CoA desaturase (EC 1.14.19.1)	BN860_11188g	Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227)	534
A0A8J2W8Z9	unreviewed	A0A8J2W8Z9_9NEOP	cholesterol 7-desaturase (EC 1.14.19.21)	DCHRY22_LOCUS12445	Danaus chrysippus (African queen)	390
A0A8J2X9F9	unreviewed	A0A8J2X9F9_ZYGB2	Acyl-CoA desaturase (EC 1.14.19.1)	BN860_13410g	Zygosaccharomyces bailii (strain CLIB 213 / ATCC 58445 / CBS 680 / BCRC 21525 / NBRC 1098 / NCYC 1416 / NRRL Y-2227)	481
A0A8J4IDD6	unreviewed	A0A8J4IDD6_SPHME	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2 FQV24_0008238	Spheniscus mendiculus (Galapagos penguin)	322
A0A8J4JFW4	unreviewed	A0A8J4JFW4_EUDMI	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2 FQV19_0011039	Eudyptula minor (Little blue penguin) (Aptenodytes minor)	322
A0A8J4NFT0	unreviewed	A0A8J4NFT0_EUDSL	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2 FQV14_0007271	Eudyptes sclateri (Erect-crested penguin)	322
A0A8J4P353	unreviewed	A0A8J4P353_EUDCH	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2 FQV12_0011562	Eudyptes chrysocome (Western rockhopper penguin) (Aptenodytes chrysocome)	322
A0A8J4RJQ9	unreviewed	A0A8J4RJQ9_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CMV_011910	Castanea mollissima (Chinese chestnut)	396
A0A8J4UNE4	unreviewed	A0A8J4UNE4_CLAMG	sphingolipid 4-desaturase (EC 1.14.19.17)	degs1 DAT39_011522	Clarias magur (Asian catfish) (Macropteronotus magur)	275
A0A8J4VEN3	unreviewed	A0A8J4VEN3_9ROSI	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	CMV_016652	Castanea mollissima (Chinese chestnut)	375
A0A8J4VVU7	unreviewed	A0A8J4VVU7_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CMV_002776	Castanea mollissima (Chinese chestnut)	393
A0A8J5ADT9	unreviewed	A0A8J5ADT9_9DIPT	cholesterol 7-desaturase (EC 1.14.19.21)	HA402_008759	Bradysia odoriphaga	413
A0A8J5AIU7	unreviewed	A0A8J5AIU7_9DIPT	cholesterol 7-desaturase (EC 1.14.19.21)	HA402_005637	Bradysia odoriphaga	437
A0A8J5AVI9	unreviewed	A0A8J5AVI9_9DIPT	sphingolipid 4-desaturase (EC 1.14.19.17)	HA402_014731	Bradysia odoriphaga	321
A0A8J5B7D7	unreviewed	A0A8J5B7D7_9ASCO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	CKK34_1008	Yarrowia sp. E02	531
A0A8J5BJX3	unreviewed	A0A8J5BJX3_9ASCO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	CJU89_4732	Yarrowia sp. B02	377
A0A8J5BKZ2	unreviewed	A0A8J5BKZ2_9ASCO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	CJU89_0305	Yarrowia sp. B02	533
A0A8J5BQZ5	unreviewed	A0A8J5BQZ5_9ASCO	Acyl-CoA desaturase (EC 1.14.19.1)	CJU89_4176	Yarrowia sp. B02	482
A0A8J5BTV2	unreviewed	A0A8J5BTV2_9ASCO	Cytochrome P450 61 (EC 1.14.19.41)	CJU89_1554	Yarrowia sp. B02	507
A0A8J5CN53	unreviewed	A0A8J5CN53_CHIOP	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1 GWK47_001733	Chionoecetes opilio (Crab-beetle)	354
A0A8J5DD28	unreviewed	A0A8J5DD28_9CHEL	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1 GQR58_022964	Nymphon striatum	322
A0A8J5DZS6	unreviewed	A0A8J5DZS6_9DIPT	sphingolipid 4-desaturase (EC 1.14.19.17)	HA402_009471	Bradysia odoriphaga	321
A0A8J5EFL3	unreviewed	A0A8J5EFL3_9ASCO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	CKK34_4299	Yarrowia sp. E02	379
A0A8J5EJD4	unreviewed	A0A8J5EJD4_9ASCO	Acyl-CoA desaturase (EC 1.14.19.1)	CKK34_2349	Yarrowia sp. E02	482
A0A8J5EL13	unreviewed	A0A8J5EL13_9ASCO	Cytochrome P450 61 (EC 1.14.19.41)	CKK34_4805	Yarrowia sp. E02	507
A0A8J5GD92	unreviewed	A0A8J5GD92_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_036119	Zingiber officinale (Ginger) (Amomum zingiber)	399
A0A8J5GLF0	unreviewed	A0A8J5GLF0_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_027409	Zingiber officinale (Ginger) (Amomum zingiber)	413
A0A8J5GSZ6	unreviewed	A0A8J5GSZ6_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_027410	Zingiber officinale (Ginger) (Amomum zingiber)	393
A0A8J5GVU7	unreviewed	A0A8J5GVU7_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_026032	Zingiber officinale (Ginger) (Amomum zingiber)	392
A0A8J5GYL3	unreviewed	A0A8J5GYL3_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_027408	Zingiber officinale (Ginger) (Amomum zingiber)	434
A0A8J5GYU7	unreviewed	A0A8J5GYU7_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_031040	Zingiber officinale (Ginger) (Amomum zingiber)	460
A0A8J5H2R8	unreviewed	A0A8J5H2R8_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_020713	Zingiber officinale (Ginger) (Amomum zingiber)	388
A0A8J5H5U4	unreviewed	A0A8J5H5U4_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_027177	Zingiber officinale (Ginger) (Amomum zingiber)	460
A0A8J5HAL9	unreviewed	A0A8J5HAL9_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_023479	Zingiber officinale (Ginger) (Amomum zingiber)	393
A0A8J5HAT7	unreviewed	A0A8J5HAT7_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_023196	Zingiber officinale (Ginger) (Amomum zingiber)	262
A0A8J5HBP5	unreviewed	A0A8J5HBP5_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_017424	Zingiber officinale (Ginger) (Amomum zingiber)	388
A0A8J5HQP2	unreviewed	A0A8J5HQP2_ZINOF	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	ZIOFF_005159	Zingiber officinale (Ginger) (Amomum zingiber)	327
A0A8J5II18	unreviewed	A0A8J5II18_ZINOF	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	ZIOFF_000647	Zingiber officinale (Ginger) (Amomum zingiber)	327
A0A8J5JF15	unreviewed	A0A8J5JF15_HOMAM	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1-L Hamer_G018154	Homarus americanus (American lobster)	323
A0A8J5L6G5	unreviewed	A0A8J5L6G5_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_032526	Zingiber officinale (Ginger) (Amomum zingiber)	399
A0A8J5LBL6	unreviewed	A0A8J5LBL6_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_030346	Zingiber officinale (Ginger) (Amomum zingiber)	392
A0A8J5LBV5	unreviewed	A0A8J5LBV5_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_019757	Zingiber officinale (Ginger) (Amomum zingiber)	262
A0A8J5LCE3	unreviewed	A0A8J5LCE3_ZINOF	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	ZIOFF_023478	Zingiber officinale (Ginger) (Amomum zingiber)	687
A0A8J5MTU2	unreviewed	A0A8J5MTU2_HOMAM	cholesterol 7-desaturase (EC 1.14.19.21)	daf-36-L Hamer_G014262	Homarus americanus (American lobster)	380
A0A8J5P197	unreviewed	A0A8J5P197_FUSOX	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 Forpe1208_v006593	Fusarium oxysporum f. sp. rapae	475
A0A8J5PK84	unreviewed	A0A8J5PK84_FUSOX	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1-1 Forpi1262_v007474	Fusarium oxysporum f. sp. raphani	475
A0A8J5PNY0	unreviewed	A0A8J5PNY0_FUSOX	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	dsd1 Forpi1262_v011599	Fusarium oxysporum f. sp. raphani	374
A0A8J5PUH9	unreviewed	A0A8J5PUH9_FUSOX	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1-0 Forpi1262_v013749	Fusarium oxysporum f. sp. raphani	459
A0A8J5Q5X1	unreviewed	A0A8J5Q5X1_9ASCO	sphingolipid 4-desaturase (EC 1.14.19.17)	J8A68_005566	[Candida] subhashii	370
A0A8J5QEJ9	unreviewed	A0A8J5QEJ9_FUSOX	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD-0 Forpi1262_v001832	Fusarium oxysporum f. sp. raphani	550
A0A8J5QRI6	unreviewed	A0A8J5QRI6_9HYME	cholesterol 7-desaturase (EC 1.14.19.21)	G9C98_000866	Cotesia typhae	364
A0A8J5R3X7	unreviewed	A0A8J5R3X7_ZIZPA	sphingolipid 4-desaturase (EC 1.14.19.17)	GUJ93_ZPchr0024g29059	Zizania palustris (Northern wild rice)	329
A0A8J5SHW7	unreviewed	A0A8J5SHW7_ZIZPA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	GUJ93_ZPchr0004g39548	Zizania palustris (Northern wild rice)	389
A0A8J5T6Z7	unreviewed	A0A8J5T6Z7_ZIZPA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	GUJ93_ZPchr0006g44879	Zizania palustris (Northern wild rice)	265
A0A8J5TUQ3	unreviewed	A0A8J5TUQ3_FUSOX	sphingolipid 4-desaturase (EC 1.14.19.17)	dsd1 Forpe1208_v007998	Fusarium oxysporum f. sp. rapae	374
A0A8J5TUX8	unreviewed	A0A8J5TUX8_FUSOX	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD-1 Forpe1208_v004637	Fusarium oxysporum f. sp. rapae	574
A0A8J5U592	unreviewed	A0A8J5U592_FUSOX	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD-0 Forpe1208_v001814	Fusarium oxysporum f. sp. rapae	550
A0A8J5UAC3	unreviewed	A0A8J5UAC3_FUSOX	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	SLD-1 Forpi1262_v004492	Fusarium oxysporum f. sp. raphani	574
A0A8J5UYN8	unreviewed	A0A8J5UYN8_9ASCO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	J8A68_003229	[Candida] subhashii	532
A0A8J5YI96	unreviewed	A0A8J5YI96_9ROSI	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	CXB51_026756	Gossypium anomalum	331
A0A8J5YJF9	unreviewed	A0A8J5YJF9_9ROSI	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	CXB51_014077	Gossypium anomalum	330
A0A8J5YYS2	unreviewed	A0A8J5YYS2_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CXB51_005654	Gossypium anomalum	395
A0A8J5Z398	unreviewed	A0A8J5Z398_9ROSI	stearoyl-[acyl-carrier-protein] 9-desaturase (EC 1.14.19.2)	CXB51_010952	Gossypium anomalum	1061
A0A8J5Z8P3	unreviewed	A0A8J5Z8P3_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CXB51_012615	Gossypium anomalum	396
A0A8J6ADM7	unreviewed	A0A8J6ADM7_GALPY	stearoyl-CoA 9-desaturase (EC 1.14.19.1)	J0S82_008584	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	241
A0A8J6AU84	unreviewed	A0A8J6AU84_GALPY	stearoyl-CoA 9-desaturase (EC 1.14.19.1)	J0S82_012187	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	348
A0A8J6CNC6	unreviewed	A0A8J6CNC6_9ROSI	stearoyl-[acyl-carrier-protein] 9-desaturase (EC 1.14.19.2)	CXB51_026287	Gossypium anomalum	256
A0A8J6CQY3	unreviewed	A0A8J6CQY3_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CXB51_026263	Gossypium anomalum	395
A0A8J6CVC7	unreviewed	A0A8J6CVC7_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CXB51_026265	Gossypium anomalum	324
A0A8J6CYY4	unreviewed	A0A8J6CYY4_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CXB51_016609	Gossypium anomalum	395
A0A8J6D605	unreviewed	A0A8J6D605_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CXB51_008203	Gossypium anomalum	388
A0A8J6D6H1	unreviewed	A0A8J6D6H1_9ROSI	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	CXB51_012621	Gossypium anomalum	396
A0A8J6DRL0	unreviewed	A0A8J6DRL0_GALPY	sphingolipid 4-desaturase (EC 1.14.19.17)	J0S82_009436	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	356
A0A8J6EI56	unreviewed	A0A8J6EI56_ELECQ	cholesterol 7-desaturase (EC 1.14.19.21)	GDO78_020535	Eleutherodactylus coqui (Puerto Rican coqui)	424
A0A8J6EXW2	unreviewed	A0A8J6EXW2_ELECQ	sphingolipid 4-desaturase (EC 1.14.19.17)	GDO78_013223	Eleutherodactylus coqui (Puerto Rican coqui)	322
A0A8J6F3R6	unreviewed	A0A8J6F3R6_ELECQ	sphingolipid 4-desaturase (EC 1.14.19.17)	GDO78_010613	Eleutherodactylus coqui (Puerto Rican coqui)	322
A0A8J6G660	unreviewed	A0A8J6G660_MICOH	sphingolipid 4-desaturase (EC 1.14.19.17)	LTLLF_171005	Microtus ochrogaster (Prairie vole)	323
A0A8J6GHJ7	unreviewed	A0A8J6GHJ7_MICOH	sphingolipid 4-desaturase (EC 1.14.19.17)	LTLLF_139725	Microtus ochrogaster (Prairie vole)	323
A0A8J7NJN6	unreviewed	A0A8J7NJN6_ATRSP	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2_1 GTO95_0005237	Atractosteus spatula (Alligator gar) (Lepisosteus spatula)	322
A0A8J7TD52	unreviewed	A0A8J7TD52_ATRSP	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2_0 GTO95_0009036	Atractosteus spatula (Alligator gar) (Lepisosteus spatula)	322
A0A8J8W2Y1	unreviewed	A0A8J8W2Y1_9EURO	Acyl-CoA desaturase (EC 1.14.19.1)	PECM_005854	Penicillium ucsense	400
A0A8J8W5T5	unreviewed	A0A8J8W5T5_9EURO	Acyl-CoA desaturase (EC 1.14.19.1)	PECM_005779	Penicillium ucsense	455
A0A8J8W8N9	unreviewed	A0A8J8W8N9_9EURO	sphingolipid 4-desaturase (EC 1.14.19.17)	PECM_008055	Penicillium ucsense	428
A0A8J8WA31	unreviewed	A0A8J8WA31_9EURO	Cytochrome P450 family protein (EC 1.14.19.41)	PECM_003227	Penicillium ucsense	528
A0A8J8WI75	unreviewed	A0A8J8WI75_9EURO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	PECM_004860	Penicillium ucsense	556
A0A8J8YQM5	unreviewed	A0A8J8YQM5_MAIZE	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	Os04g0379900_2 Zm00014a_025452	Zea mays (Maize)	440
A0A8J9YHD8	unreviewed	A0A8J9YHD8_9NEOP	cholesterol 7-desaturase (EC 1.14.19.21)	BINO364_LOCUS15828	Brenthis ino (lesser marbled fritillary)	378
A0A8J9ZWB2	unreviewed	A0A8J9ZWB2_BRALA	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1 BLAG_LOCUS18087	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	335
A0A8J9ZYB5	unreviewed	A0A8J9ZYB5_BRALA	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1 BLAG_LOCUS18088	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	499
A0A8K0BH57	unreviewed	A0A8K0BH57_9AVES	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2 FQV13_0006225	Eudyptes filholi (Southern rockhopper penguin)	322
A0A8K0C187	unreviewed	A0A8K0C187_9AVES	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1 FQV16_0007840	Eudyptes robustus (Snares penguin)	323
A0A8K0DJT8	unreviewed	A0A8K0DJT8_9COLE	sphingolipid 4-desaturase (EC 1.14.19.17)	ILUMI_01614	Ignelater luminosus	321
A0A8K0EPJ8	unreviewed	A0A8K0EPJ8_BRALA	sphingolipid 4-desaturase (EC 1.14.19.17)	DEGS1 BLAG_LOCUS14996	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	335
A0A8K0EYX8	unreviewed	A0A8K0EYX8_BRALA	cholesterol 7-desaturase (EC 1.14.19.21)	Hypp4700 BLAG_LOCUS23608	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	458
A0A8K0F5U5	unreviewed	A0A8K0F5U5_9AVES	sphingolipid 4-desaturase (EC 1.14.19.17)	Degs2 FQV16_0004596	Eudyptes robustus (Snares penguin)	322
A0A8K0HF89	unreviewed	A0A8K0HF89_9ROSA	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	FNV43_RR07592	Rhamnella rubrinervis	327
A0A8K0HMH2	unreviewed	A0A8K0HMH2_9ROSA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	FNV43_RR05618	Rhamnella rubrinervis	393
A0A8K0HXT9	unreviewed	A0A8K0HXT9_COCNU	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	COCNU_01G020920	Cocos nucifera (Coconut palm)	385
A0A8K0HZX3	unreviewed	A0A8K0HZX3_COCNU	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	COCNU_02G008660	Cocos nucifera (Coconut palm)	345
A0A8K0II54	unreviewed	A0A8K0II54_COCNU	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	COCNU_08G010050	Cocos nucifera (Coconut palm)	335
A0A8K0J5K0	unreviewed	A0A8K0J5K0_9HYPO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	E4U42_004623	Claviceps africana	370
A0A8K0J8J3	unreviewed	A0A8K0J8J3_9HYPO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	E4U42_002594	Claviceps africana	569
A0A8K0JC34	unreviewed	A0A8K0JC34_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	OLE1 E4U42_005649	Claviceps africana	473
A0A8K0JMQ7	unreviewed	A0A8K0JMQ7_9TREE	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	FFLO_02609	Filobasidium floriforme	614
A0A8K0JQ75	unreviewed	A0A8K0JQ75_9TREE	Acyl-CoA desaturase (EC 1.14.19.1)	FFLO_01304	Filobasidium floriforme	511
A0A8K0KDQ7	unreviewed	A0A8K0KDQ7_LADFU	cholesterol 7-desaturase (EC 1.14.19.21)	J437_LFUL010603	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	441
A0A8K0L0K3	unreviewed	A0A8K0L0K3_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	KVT40_005159	Elsinoe batatas	512
A0A8K0L616	unreviewed	A0A8K0L616_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	KVT40_002668	Elsinoe batatas	567
A0A8K0L8D3	unreviewed	A0A8K0L8D3_9PEZI	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	KVT40_000996	Elsinoe batatas	396
A0A8K0LD84	unreviewed	A0A8K0LD84_9PEZI	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	B0J18DRAFT_307855	Chaetomium sp. MPI-SDFR-AT-0129	590
A0A8K0LQ71	unreviewed	A0A8K0LQ71_9PEZI	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	B0J18DRAFT_426699	Chaetomium sp. MPI-SDFR-AT-0129	398
A0A8K0M0K6	unreviewed	A0A8K0M0K6_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	BKA56DRAFT_187981	Ilyonectria sp. MPI-CAGE-AT-0026	440
A0A8K0MM38	unreviewed	A0A8K0MM38_9ROSA	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	FNV43_RR07146	Rhamnella rubrinervis	396
A0A8K0N5V7	unreviewed	A0A8K0N5V7_COCNU	Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17)	COCNU_07G012560	Cocos nucifera (Coconut palm)	331
A0A8K0N8Z0	unreviewed	A0A8K0N8Z0_COCNU	Acyl-[acyl-carrier-protein] desaturase (EC 1.14.19.-)	COCNU_11G002960	Cocos nucifera (Coconut palm)	332
A0A8K0NIA5	unreviewed	A0A8K0NIA5_9HYPO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	E4U42_000799	Claviceps africana	596
A0A8K0NQE1	unreviewed	A0A8K0NQE1_9TREE	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	FFLO_06502	Filobasidium floriforme	527
A0A8K0NRL4	unreviewed	A0A8K0NRL4_9TREE	sphingolipid 4-desaturase (EC 1.14.19.17)	FFLO_02191	Filobasidium floriforme	382
A0A8K0PAK9	unreviewed	A0A8K0PAK9_LADFU	sphingolipid 4-desaturase (EC 1.14.19.17)	J437_LFUL016336	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	369
A0A8K0PIA2	unreviewed	A0A8K0PIA2_9PEZI	Acyl-CoA desaturase (EC 1.14.19.1)	KVT40_000071	Elsinoe batatas	459
A0A8K0PRM2	unreviewed	A0A8K0PRM2_9PEZI	Acyl-CoA desaturase (EC 1.14.19.1)	B0J18DRAFT_442789	Chaetomium sp. MPI-SDFR-AT-0129	476
A0A8K0Q1K4	unreviewed	A0A8K0Q1K4_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	BKA56DRAFT_490316	Ilyonectria sp. MPI-CAGE-AT-0026	478
A0A8K0Q9K1	unreviewed	A0A8K0Q9K1_9HYPO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	BKA56DRAFT_484221	Ilyonectria sp. MPI-CAGE-AT-0026	582
A0A8K0QLY6	unreviewed	A0A8K0QLY6_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	BKA56DRAFT_473150	Ilyonectria sp. MPI-CAGE-AT-0026	478
A0A8K0R996	unreviewed	A0A8K0R996_9PLEO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	FB567DRAFT_439205	Paraphoma chrysanthemicola	563
A0A8K0RA53	unreviewed	A0A8K0RA53_9PLEO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	FB567DRAFT_545986	Paraphoma chrysanthemicola	567
A0A8K0RH77	unreviewed	A0A8K0RH77_9PLEO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	FB567DRAFT_4153	Paraphoma chrysanthemicola	384
A0A8K0RQ27	unreviewed	A0A8K0RQ27_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	BKA59DRAFT_403893	Fusarium tricinctum	475
A0A8K0RW70	unreviewed	A0A8K0RW70_9HYPO	Delta 8-(E)-sphingolipid desaturase (EC 1.14.19.18)	BKA59DRAFT_527771	Fusarium tricinctum	575
A0A8K0RW80	unreviewed	A0A8K0RW80_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	BKA59DRAFT_402468	Fusarium tricinctum	474
A0A8K0SQX6	unreviewed	A0A8K0SQX6_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	B0I35DRAFT_449858	Stachybotrys elegans	441
A0A8K0SV58	unreviewed	A0A8K0SV58_9HYPO	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	B0I35DRAFT_347468	Stachybotrys elegans	361
A0A8K0T3V8	unreviewed	A0A8K0T3V8_9HYPO	Acyl-CoA desaturase (EC 1.14.19.1)	B0I35DRAFT_403743	Stachybotrys elegans	472
A0A8K0TA34	unreviewed	A0A8K0TA34_9PEZI	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	B0T11DRAFT_319230	Plectosphaerella cucumerina	386
A0A8K0TST5	unreviewed	A0A8K0TST5_9PEZI	Acyl-CoA desaturase (EC 1.14.19.1)	B0T11DRAFT_271103	Plectosphaerella cucumerina	474
A0A8K0TVS8	unreviewed	A0A8K0TVS8_9AGAM	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	F5I97DRAFT_353169	Phlebopus sp. FC_14	404
A0A8K0TVU8	unreviewed	A0A8K0TVU8_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	F5I97DRAFT_355333	Phlebopus sp. FC_14	492
A0A8K0U3W9	unreviewed	A0A8K0U3W9_9AGAM	Acyl-CoA desaturase (EC 1.14.19.1)	F5I97DRAFT_1809185	Phlebopus sp. FC_14	404
A0A8K0UKT4	unreviewed	A0A8K0UKT4_9AGAR	Acyl-CoA desaturase (EC 1.14.19.1)	BXZ70DRAFT_990933	Cristinia sonorae	481
A0A8K0URA4	unreviewed	A0A8K0URA4_9AGAR	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	BXZ70DRAFT_1006880	Cristinia sonorae	386
A0A8K0USA2	unreviewed	A0A8K0USA2_9AGAR	Acyl-CoA desaturase (EC 1.14.19.1)	BXZ70DRAFT_905605	Cristinia sonorae	427
