Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q87AV9	reviewed	Putative cytochrome P450 133B2	183190	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	399	PF00067	79..368
Q87AX5	reviewed	Putative cytochrome P450 133B1	183190	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	402	PF00067	83..368
Q8AXY5	reviewed	Cytochrome P450 3A56	8078	Fundulus heteroclitus	496	PF00067	38..491
Q8BKE6	reviewed	Cytochrome P450 20A1	10090	Mus musculus	462	PF00067	43..446
Q8CIM7	reviewed	Cytochrome P450 2D26	10090	Mus musculus	500	PF00067	37..496
Q8GSQ1	reviewed	Cytochrome P450 85A1	39947	Oryza sativa subsp. japonica	469	PF00067	35..449
Q8GZP5	reviewed	Allene oxide synthase 3	4081	Solanum lycopersicum	491	PF00067	317..417
Q8HYM9	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9544	Macaca mulatta	508	PF00067	28..492
Q8HYN0	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9556	Papio cynocephalus	508	PF00067	28..492
Q8HYN1	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9598	Pan troglodytes	508	PF00067	28..492
Q8J0F6	reviewed	Dihydro-ML-236C monooxygenase mlcC	5077	Penicillium citrinum	518	PF00067	188..496
Q8J127	reviewed	Cytochrome P450 monooxygenase TRI1	5514	Fusarium sporotrichioides	542	PF00067	167..502
Q8K0C4	reviewed	Lanosterol 14-alpha demethylase	10090	Mus musculus	503	PF00067	62..492
Q8K4D6	reviewed	Cytochrome P450 4X1	10116	Rattus norvegicus	507	PF00067	47..498
Q8L7D5	reviewed	Cytochrome P450 708A2	3702	Arabidopsis thaliana	477	PF00067	36..456
Q8LIF2	reviewed	Cytochrome P450 734A5	39947	Oryza sativa subsp. japonica	537	PF00067	98..507
Q8LM92	reviewed	Flavonoid 3'-monooxygenase CYP75B4	39947	Oryza sativa subsp. japonica	535	PF00067	42..510
Q8N118	reviewed	Cytochrome P450 4X1	9606	Homo sapiens	509	PF00067	47..500
Q8N1L4	reviewed	Putative inactive cytochrome P450 family member 4Z2	9606	Homo sapiens	340	PF00067	48..340
Q8RN03	reviewed	Cytochrome P450 165C4	31958	Amycolatopsis orientalis	406	PF00067	279..377
Q8RN04	reviewed	Cytochrome P450 165B3	31958	Amycolatopsis orientalis	398	PF00067	218..369
Q8RN05	reviewed	Cytochrome P450 165A3	31958	Amycolatopsis orientalis	391	PF00067	269..363
Q8SPK0	reviewed	Cytochrome P450 4A25	9823	Sus scrofa	504	PF00067	46..496
Q8SPK1	reviewed	Cytochrome P450 4A24	9823	Sus scrofa	504	PF00067	46..495
Q8TAV3	reviewed	Cytochrome P450 2W1	9606	Homo sapiens	490	PF00067	32..484
Q8VQF6	reviewed	1,8-cineole 2-endo-monooxygenase	57706	Citrobacter braakii	404	PF00067	207..374
Q8VWZ7	reviewed	Geraniol 8-hydroxylase	4058	Catharanthus roseus	493	PF00067	31..479
Q8W2N5	reviewed	9-divinyl ether synthase	4097	Nicotiana tabacum	478	PF00067	304..408
Q8W4T9	reviewed	Taxane 13-alpha-hydroxylase	99806	Taxus cuspidata	485	PF00067	39..453
Q8WNE1	reviewed	Cytochrome P450 2F5	9595	Gorilla gorilla gorilla	491	PF00067	31..488
Q8WNW0	reviewed	Steroid 21-hydroxylase	9615	Canis lupus familiaris	492	PF00067	48..469
Q91W64	reviewed	Cytochrome P450 2C70	10090	Mus musculus	489	PF00067	30..486
Q91WL5	reviewed	Cytochrome P450 4A12A	10090	Mus musculus	508	PF00067	52..500
Q91X77	reviewed	Cytochrome P450 2C50	10090	Mus musculus	490	PF00067	30..487
Q91Z85	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	10041	Peromyscus leucopus	509	PF00067	28..491
Q92039	reviewed	Cytochrome P450 1A1	37949	Chaetodon capistratus	521	PF00067	46..507
Q92045	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	2484686	Hypanus americanus	514	PF00067	53..510
Q92087	reviewed	Aromatase	8090	Oryzias latipes	518	PF00067	71..488
Q92088	reviewed	Cytochrome P450 2M1	8022	Oncorhynchus mykiss	499	PF00067	37..484
Q92090	reviewed	Cytochrome P450 2K1	8022	Oncorhynchus mykiss	504	PF00067	42..499
Q92095	reviewed	Cytochrome P450 1A1	8068	Opsanus tau	521	PF00067	46..511
Q92100	reviewed	Cytochrome P450 1A1	8262	Pleuronectes platessa	521	PF00067	46..511
Q92104	reviewed	Cytochrome P450 11B, mitochondrial	8400	Lithobates catesbeianus	517	PF00067	61..514
Q92109	reviewed	Cytochrome P450 1A3	8022	Oncorhynchus mykiss	522	PF00067	46..512
Q92110	reviewed	Cytochrome P450 1A1	8022	Oncorhynchus mykiss	522	PF00067	46..512
Q92111	reviewed	Aromatase	7998	Ictalurus punctatus	524	PF00067	70..507
Q92112	reviewed	Aromatase	59729	Taeniopygia guttata	509	PF00067	49..484
Q92113	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	7797	Squalus acanthias	509	PF00067	33..495
Q92116	reviewed	Cytochrome P450 1A1	35579	Stenotomus chrysops	521	PF00067	46..511
Q92148	reviewed	Cytochrome P450 1A1	34823	Microgadus tomcod	515	PF00067	45..128,179..504
Q93MI2	reviewed	Cytochrome P-450 monooxygenase DoxA	55158	Streptomyces peucetius subsp. caesius	420	PF00067	291..385
Q93VK5	reviewed	Protein LUTEIN DEFICIENT 5, chloroplastic	3702	Arabidopsis thaliana	595	PF00067	127..553
Q93Z79	reviewed	Cytochrome P450 714A1	3702	Arabidopsis thaliana	532	PF00067	90..516
Q93ZB2	reviewed	Ent-kaurene oxidase, chloroplastic	3702	Arabidopsis thaliana	509	PF00067	47..488
Q940V4	reviewed	Cytochrome P450 85A2	3702	Arabidopsis thaliana	465	PF00067	35..459
Q947B7	reviewed	(+)-menthofuran synthase	34256	Mentha piperita	493	PF00067	33..483
Q948Y1	reviewed	(S)-canadine synthase	3442	Coptis japonica	491	PF00067	37..477
Q949P1	reviewed	Abscisic acid 8'-hydroxylase 1	3702	Arabidopsis thaliana	467	PF00067	37..437
Q949U1	reviewed	Dihomomethionine N-hydroxylase	3702	Arabidopsis thaliana	538	PF00067	46..520
Q94FM7	reviewed	5-epiaristolochene 1,3-dihydroxylase	4097	Nicotiana tabacum	504	PF00067	33..485
Q94IA6	reviewed	3-epi-6-deoxocathasterone 23-monooxygenase CYP90D1	3702	Arabidopsis thaliana	491	PF00067	52..472
Q94IP1	reviewed	Trans-cinnamate 4-monooxygenase	4558	Sorghum bicolor	501	PF00067	34..489
Q94IW5	reviewed	Cytochrome P450 90D2	39947	Oryza sativa subsp. japonica	490	PF00067	50..466
Q95031	reviewed	Cytochrome P450 6B6	29058	Helicoverpa armigera	504	PF00067	34..493
Q95036	reviewed	Cytochrome P450 6B5	45779	Papilio glaucus	476	PF00067	33..472
Q95078	reviewed	Cytochrome P450 18a1	7227	Drosophila melanogaster	538	PF00067	54..517
Q95328	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9796	Equus caballus	508	PF00067	28..491
Q95M61	reviewed	Aromatase	9483	Callithrix jacchus	503	PF00067	49..483
Q96242	reviewed	Allene oxide synthase, chloroplastic	3702	Arabidopsis thaliana	518	PF00067	343..493
Q96418	reviewed	Flavonoid 3',5'-hydroxylase	52518	Eustoma exaltatum subsp. russellianum	510	PF00067	38..490
Q96423	reviewed	Trans-cinnamate 4-monooxygenase	46348	Glycyrrhiza echinata	505	PF00067	34..496
Q964Q7	reviewed	Cytochrome P450 6d3	7370	Musca domestica	520	PF00067	44..503
Q964R0	reviewed	Cytochrome P450 6k1	6973	Blattella germanica	524	PF00067	42..511
Q964R1	reviewed	Cytochrome P450 6j1	6973	Blattella germanica	501	PF00067	42..481
Q964T1	reviewed	Cytochrome P450 4c21	6973	Blattella germanica	501	PF00067	35..496
Q964T2	reviewed	Cytochrome P450 9e2	6973	Blattella germanica	533	PF00067	42..518
Q96514	reviewed	Cytochrome P450 71B7	3702	Arabidopsis thaliana	504	PF00067	33..495
Q96581	reviewed	Flavonoid 3',5'-hydroxylase	55190	Gentiana triflora	516	PF00067	42..496
Q96SQ9	reviewed	Cytochrome P450 2S1	9606	Homo sapiens	504	PF00067	33..490
Q972I2	reviewed	Cytochrome P450 119	273063	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	367	PF00067	243..352
Q98T91	reviewed	Cytochrome P450 3A40	8090	Oryzias latipes	502	PF00067	39..493
Q99N16	reviewed	Cytochrome P450 4F3	10090	Mus musculus	524	PF00067	52..507
Q9AR74	reviewed	Trans-cinnamate 4-monooxygenase	37565	Ruta graveolens	506	PF00067	34..490
Q9ASR3	reviewed	Cytochrome P450 709B1	3702	Arabidopsis thaliana	519	PF00067	85..491
Q9AVQ1	reviewed	9-divinyl ether synthase	4113	Solanum tuberosum	478	PF00067	306..407
Q9AXH9	reviewed	Ent-kaurenoic acid oxidase 1	4513	Hordeum vulgare	499	PF00067	46..467
Q9AXM6	reviewed	Taxane 10-beta-hydroxylase	99806	Taxus cuspidata	497	PF00067	51..471
Q9C1I4	reviewed	Cytochrome P450 monooxygenase TRI13	5514	Fusarium sporotrichioides	589	PF00067	43..446,484..560
Q9C449	reviewed	Cytochrome P450 monooxygenase paxP	70109	Penicillium paxilli	515	PF00067	176..490
Q9C450	reviewed	Cytochrome P450 monooxygenase paxQ	70109	Penicillium paxilli	512	PF00067	157..496
Q9C5Y2	reviewed	Ent-kaurenoic acid oxidase 2	3702	Arabidopsis thaliana	489	PF00067	45..465
Q9C788	reviewed	Cytochrome P450 704B1	3702	Arabidopsis thaliana	524	PF00067	27..512
Q9CA60	reviewed	Cytochrome P450 98A9	3702	Arabidopsis thaliana	487	PF00067	28..467
Q9CA61	reviewed	Cytochrome P450 98A8	3702	Arabidopsis thaliana	497	PF00067	28..473
Q9CAD6	reviewed	Cytochrome P450 86A7	3702	Arabidopsis thaliana	523	PF00067	28..493
Q9CX98	reviewed	Cytochrome P450 2U1	10090	Mus musculus	530	PF00067	69..526
Q9D816	reviewed	Cytochrome P450 2C55	10090	Mus musculus	490	PF00067	30..485
Q9DBG1	reviewed	Sterol 26-hydroxylase, mitochondrial	10090	Mus musculus	533	PF00067	79..527
Q9DBW0	reviewed	Cytochrome P450 4V2	10090	Mus musculus	525	PF00067	51..509
Q9DBX6	reviewed	Cytochrome P450 2S1	10090	Mus musculus	501	PF00067	34..467
Q9EP75	reviewed	Leukotriene-B4 omega-hydroxylase 3	10090	Mus musculus	524	PF00067	52..503
Q9EPT4	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	10036	Mesocricetus auratus	520	PF00067	49..505
Q9FCA6	reviewed	Biflaviolin synthase CYP158A2	100226	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	404	PF00067	277..373
Q9FF18	reviewed	Cytokinin hydroxylase	3702	Arabidopsis thaliana	518	PF00067	86..491
Q9FG65	reviewed	Cytochrome P450 81D1	3702	Arabidopsis thaliana	502	PF00067	35..472
Q9FH66	reviewed	Cytochrome P450 71A16	3702	Arabidopsis thaliana	497	PF00067	33..466
Q9FH67	reviewed	Cytochrome P450 705A12	3702	Arabidopsis thaliana	499	PF00067	39..474
Q9FH76	reviewed	Abscisic acid 8'-hydroxylase 3	3702	Arabidopsis thaliana	463	PF00067	37..436
Q9FI39	reviewed	Cytochrome P450 705A5	3702	Arabidopsis thaliana	511	PF00067	43..499
Q9FIB0	reviewed	Cytochrome P450 78A7	3702	Arabidopsis thaliana	536	PF00067	71..512
Q9FLC8	reviewed	Phenylalanine N-monooxygenase	3702	Arabidopsis thaliana	529	PF00067	41..515
Q9FMA5	reviewed	Cytochrome P450 85A1	3702	Arabidopsis thaliana	465	PF00067	35..448
Q9FMV7	reviewed	Cytochrome P450 94B1	3702	Arabidopsis thaliana	510	PF00067	35..475
Q9FMY1	reviewed	Cytochrome P450 86B1	3702	Arabidopsis thaliana	559	PF00067	61..526
Q9FPM6	reviewed	9-divinyl ether synthase	4081	Solanum lycopersicum	478	PF00067	307..407
Q9FUY7	reviewed	Hexahomomethionine N-hydroxylase	3702	Arabidopsis thaliana	537	PF00067	45..519
Q9FVS9	reviewed	Alkane hydroxylase MAH1	3702	Arabidopsis thaliana	497	PF00067	73..487
Q9FXW4	reviewed	Probable (S)-N-methylcoclaurine 3'-hydroxylase isozyme 2	3442	Coptis japonica	488	PF00067	30..477
Q9GJX5	reviewed	Taurochenodeoxycholic 6 alpha-hydroxylase	9823	Sus scrofa	504	PF00067	46..496
Q9GLD2	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	36229	Papio hamadryas ursinus	508	PF00067	28..492
Q9GLL1	reviewed	Prostaglandin E2 omega-hydroxylase CYP4F21	9940	Ovis aries	528	PF00067	52..507
Q9GMC7	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9901	Bison bison	509	PF00067	28..492
Q9GMC8	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9685	Felis catus	508	PF00067	28..493
Q9GQM9	reviewed	Cytochrome P450 6l1	6973	Blattella germanica	503	PF00067	39..475
Q9HB55	reviewed	Cytochrome P450 3A43	9606	Homo sapiens	503	PF00067	39..493
Q9HBI6	reviewed	Cytochrome P450 4F11	9606	Homo sapiens	524	PF00067	52..504
Q9HCS2	reviewed	Cytochrome P450 4F12	9606	Homo sapiens	524	PF00067	52..504
Q9HGE0	reviewed	Bifunctional cytochrome P450/NADPH--P450 reductase	334819	Gibberella moniliformis (strain M3125 / FGSC 7600)	1115	PF00067	23..447
Q9JKJ9	reviewed	24-hydroxycholesterol 7-alpha-hydroxylase	10090	Mus musculus	470	PF00067	35..457
Q9JMA7	reviewed	Cytochrome P450 3A41	10090	Mus musculus	504	PF00067	39..494
Q9K498	reviewed	Bifunctional albaflavenone monooxygenase/terpene synthase	100226	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	461	PF00067	30..435
Q9KIZ4	reviewed	Epothilone C/D epoxidase	56	Sorangium cellulosum	419	PF00067	49..386
Q9KZF5	reviewed	Biflaviolin synthase CYP158A1	100226	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	407	PF00067	281..376
Q9L4U5	reviewed	Protein AknT	33899	Streptomyces galilaeus	443	PF00067	317..379
Q9L9F9	reviewed	Cytochrome P450 NovI	193462	Streptomyces niveus	407	PF00067	281..371
Q9LHA1	reviewed	Cytochrome P450 81D11	3702	Arabidopsis thaliana	509	PF00067	41..480
Q9LIP3	reviewed	Cytochrome P450 71B37	3702	Arabidopsis thaliana	500	PF00067	32..484
Q9LIP4	reviewed	Cytochrome P450 71B36	3702	Arabidopsis thaliana	500	PF00067	32..478
Q9LIP5	reviewed	Cytochrome P450 71B35	3702	Arabidopsis thaliana	500	PF00067	32..489
Q9LIP6	reviewed	Cytochrome P450 71B34	3702	Arabidopsis thaliana	500	PF00067	32..489
Q9LJK2	reviewed	Abscisic acid 8'-hydroxylase 4	3702	Arabidopsis thaliana	468	PF00067	35..445
Q9LJY5	reviewed	Cytochrome P450 705A22	3702	Arabidopsis thaliana	515	PF00067	43..503
Q9LJY7	reviewed	Cytochrome P450 705A20	3702	Arabidopsis thaliana	510	PF00067	42..479
Q9LLB0	reviewed	Allene oxide synthase 2, chloroplastic	4081	Solanum lycopersicum	510	PF00067	337..486
Q9LMM1	reviewed	Cytochrome P450 86A4	3702	Arabidopsis thaliana	554	PF00067	28..502
Q9LMX7	reviewed	Cytochrome P450 78A5	3702	Arabidopsis thaliana	517	PF00067	66..483
Q9LNJ4	reviewed	Cytochrome P450 703A2	3702	Arabidopsis thaliana	510	PF00067	33..477
Q9LSF8	reviewed	Dimethylnonatriene synthase	3702	Arabidopsis thaliana	515	PF00067	40..495
Q9LTL0	reviewed	Cytochrome P450 71B26	3702	Arabidopsis thaliana	500	PF00067	33..487
Q9LTL2	reviewed	Cytochrome P450 71B25	3702	Arabidopsis thaliana	501	PF00067	33..485
Q9LTL8	reviewed	Cytochrome P450 71B24	3702	Arabidopsis thaliana	498	PF00067	27..483
Q9LTM0	reviewed	Cytochrome P450 71B23	3702	Arabidopsis thaliana	501	PF00067	32..487
Q9LTM1	reviewed	Cytochrome P450 71B22	3702	Arabidopsis thaliana	500	PF00067	29..486
Q9LTM2	reviewed	Cytochrome P450 71B21	3702	Arabidopsis thaliana	499	PF00067	29..485
Q9LTM3	reviewed	Cytochrome P450 71B20	3702	Arabidopsis thaliana	502	PF00067	31..489
Q9LTM4	reviewed	Cytochrome P450 71B19	3702	Arabidopsis thaliana	502	PF00067	31..491
Q9LTM6	reviewed	Cytochrome P450 71B17	3702	Arabidopsis thaliana	502	PF00067	31..494
Q9LTM7	reviewed	Cytochrome P450 71B16	3702	Arabidopsis thaliana	502	PF00067	31..492
Q9LUC5	reviewed	Cytochrome P450 72A15	3702	Arabidopsis thaliana	512	PF00067	87..487
Q9LUC6	reviewed	Cytochrome P450 72A14	3702	Arabidopsis thaliana	512	PF00067	88..487
Q9LUC8	reviewed	Cytochrome P450 72A13	3702	Arabidopsis thaliana	512	PF00067	88..487
Q9LUC9	reviewed	Cytochrome P450 72A11	3702	Arabidopsis thaliana	512	PF00067	88..487
Q9LVD2	reviewed	Cytochrome P450 71B10	3702	Arabidopsis thaliana	502	PF00067	31..492
Q9LVD6	reviewed	Cytochrome P450 81F2	3702	Arabidopsis thaliana	491	PF00067	31..469
Q9LVY7	reviewed	Cytochrome P450 716A1	3702	Arabidopsis thaliana	477	PF00067	35..449
Q9LW27	reviewed	Bifunctional dihydrocamalexate synthase/camalexin synthase	3702	Arabidopsis thaliana	490	PF00067	29..478
Q9LXM3	reviewed	Cytochrome P450 71B38	3702	Arabidopsis thaliana	500	PF00067	29..488
Q9LZ31	reviewed	Cytochrome P450 77A4	3702	Arabidopsis thaliana	512	PF00067	42..503
Q9M066	reviewed	3-epi-6-deoxocathasterone 23-monooxygenase CYP90C1	3702	Arabidopsis thaliana	524	PF00067	70..492
Q9M7B7	reviewed	Valine N-monooxygenase 2	3983	Manihot esculenta	541	PF00067	59..514
Q9M7B8	reviewed	Valine N-monooxygenase 1	3983	Manihot esculenta	542	PF00067	60..517
Q9MZY0	reviewed	Cytochrome P450 2E1	9615	Canis lupus familiaris	494	PF00067	33..489
Q9N0U7	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9925	Capra hircus	509	PF00067	28..492
Q9NGX9	reviewed	Cytochrome P450 302a1, mitochondrial	7227	Drosophila melanogaster	489	PF00067	43..470
Q9NR63	reviewed	Cytochrome P450 26B1	9606	Homo sapiens	512	PF00067	73..466
Q9NYL5	reviewed	24-hydroxycholesterol 7-alpha-hydroxylase	9606	Homo sapiens	469	PF00067	30..444
Q9PGC5	reviewed	Putative cytochrome P450 133B1	160492	Xylella fastidiosa (strain 9a5c)	402	PF00067	82..368
Q9PGE6	reviewed	Putative cytochrome P450 133B2	160492	Xylella fastidiosa (strain 9a5c)	400	PF00067	79..368
Q9PUB4	reviewed	Cytochrome P450 26A1	9031	Gallus gallus	492	PF00067	45..469
Q9PVE8	reviewed	Cytochrome P450 3A30	8078	Fundulus heteroclitus	496	PF00067	38..491
Q9QUJ1	reviewed	Cytochrome P450 2D28	10036	Mesocricetus auratus	500	PF00067	37..496
Q9QXF7	reviewed	Cytochrome P450 2J4	10116	Rattus norvegicus	501	PF00067	44..496
Q9QYG5	reviewed	Cytochrome P450 2D20	10036	Mesocricetus auratus	500	PF00067	37..496
Q9QYG6	reviewed	Cytochrome P450 2D27	10036	Mesocricetus auratus	500	PF00067	37..496
Q9QZ82	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	10090	Mus musculus	526	PF00067	49..506
Q9SAA9	reviewed	Sterol 14-demethylase	3702	Arabidopsis thaliana	488	PF00067	46..459
Q9SAB6	reviewed	Cytochrome P450 71A18	3702	Arabidopsis thaliana	497	PF00067	34..471
Q9SAE3	reviewed	Cytochrome P450 71B28	3702	Arabidopsis thaliana	490	PF00067	29..478
Q9SAE4	reviewed	Cytochrome P450 71B29	3702	Arabidopsis thaliana	490	PF00067	29..479
Q9SBQ9	reviewed	Flavonoid 3'-monooxygenase	4102	Petunia hybrida	512	PF00067	34..489
Q9SCN2	reviewed	Cytochrome P450 71B31	3702	Arabidopsis thaliana	498	PF00067	29..488
Q9SD85	reviewed	Flavonoid 3'-monooxygenase	3702	Arabidopsis thaliana	513	PF00067	34..487
Q9SHG5	reviewed	Cytochrome P450 72C1	3702	Arabidopsis thaliana	519	PF00067	93..495
Q9SLP1	reviewed	Cytochrome P450 78A9	3702	Arabidopsis thaliana	534	PF00067	68..511
Q9SMP5	reviewed	Cytochrome P450 94B3	3702	Arabidopsis thaliana	506	PF00067	35..478
Q9SP06	reviewed	(S)-N-methylcoclaurine 3'-hydroxylase isozyme 1	3469	Papaver somniferum	481	PF00067	24..472
Q9SRQ1	reviewed	Cytochrome P450 89A9	3702	Arabidopsis thaliana	511	PF00067	32..500
Q9STK7	reviewed	Cytochrome P450 71A26	3702	Arabidopsis thaliana	489	PF00067	33..464
Q9STK8	reviewed	Cytochrome P450 71A25	3702	Arabidopsis thaliana	490	PF00067	31..466
Q9STK9	reviewed	Cytochrome P450 71A24	3702	Arabidopsis thaliana	488	PF00067	34..465
Q9STL0	reviewed	Cytochrome P450 71A23	3702	Arabidopsis thaliana	483	PF00067	31..460
Q9STL1	reviewed	Cytochrome P450 71A22	3702	Arabidopsis thaliana	490	PF00067	33..466
Q9STL2	reviewed	Cytochrome P450 71A21	3702	Arabidopsis thaliana	490	PF00067	33..466
Q9SWR5	reviewed	2-hydroxyisoflavanone synthase	3847	Glycine max	521	PF00067	36..475
Q9SXS3	reviewed	2-hydroxyisoflavanone synthase	46348	Glycyrrhiza echinata	523	PF00067	36..479
Q9SZ46	reviewed	Xanthotoxin 5-hydroxylase CYP82C4	3702	Arabidopsis thaliana	524	PF00067	33..506
Q9SZU1	reviewed	Cytochrome P450 81F4	3702	Arabidopsis thaliana	501	PF00067	32..473
Q9T093	reviewed	Cytochrome P450 709B3	3702	Arabidopsis thaliana	518	PF00067	87..502
Q9T0K0	reviewed	Cytochrome P450 71A19	3702	Arabidopsis thaliana	490	PF00067	34..466
Q9T0K2	reviewed	Cytochrome P450 71A20	3702	Arabidopsis thaliana	497	PF00067	33..473
Q9UNU6	reviewed	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	9606	Homo sapiens	501	PF00067	37..491
Q9UUS2	reviewed	Linoleate diol synthase	29850	Gaeumannomyces graminis	1165	PF00067	1035..1099
Q9UVC3	reviewed	Lanosterol 14-alpha demethylase	4853	Cunninghamella elegans	512	PF00067	47..506
Q9UW95	reviewed	Versicolorin B desaturase	1403190	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	500	PF00067	38..468
Q9V399	reviewed	Probable cytochrome P450 303a1	7227	Drosophila melanogaster	503	PF00067	28..485
Q9V3S0	reviewed	Cytochrome P450 4g1	7227	Drosophila melanogaster	556	PF00067	58..538
Q9V419	reviewed	Probable cytochrome P450 28a5	7227	Drosophila melanogaster	505	PF00067	33..487
Q9V4I0	reviewed	Cytochrome P450 9b1	7227	Drosophila melanogaster	505	PF00067	37..485
Q9V4I1	reviewed	Cytochrome P450 9b2	7227	Drosophila melanogaster	505	PF00067	36..478
Q9V4T3	reviewed	Probable cytochrome P450 4ad1	7227	Drosophila melanogaster	516	PF00067	36..471
Q9V4T5	reviewed	Probable cytochrome P450 4e1	7227	Drosophila melanogaster	531	PF00067	34..469
Q9V4U7	reviewed	Probable cytochrome P450 6a14	7227	Drosophila melanogaster	509	PF00067	32..500
Q9V4U9	reviewed	Probable cytochrome P450 6a13	7227	Drosophila melanogaster	493	PF00067	33..481
Q9V557	reviewed	Probable cytochrome P450 4p2	7227	Drosophila melanogaster	520	PF00067	63..501
Q9V558	reviewed	Cytochrome P450 4p1	7227	Drosophila melanogaster	513	PF00067	51..504
Q9V559	reviewed	Probable cytochrome P450 4p3	7227	Drosophila melanogaster	515	PF00067	56..506
Q9V5L3	reviewed	Probable cytochrome P450 49a1	7227	Drosophila melanogaster	589	PF00067	104..565
Q9V674	reviewed	Cytochrome P450 6g1	7227	Drosophila melanogaster	524	PF00067	37..505
Q9V675	reviewed	Probable cytochrome P450 6g2	7227	Drosophila melanogaster	519	PF00067	36..508
Q9V676	reviewed	Probable cytochrome P450 6t3	7227	Drosophila melanogaster	501	PF00067	37..490
Q9V6D6	reviewed	Probable cytochrome P450 301a1, mitochondrial	7227	Drosophila melanogaster	553	PF00067	76..529
Q9V6H1	reviewed	Probable cytochrome P450 9h1	7227	Drosophila melanogaster	518	PF00067	37..509
Q9V769	reviewed	Cytochrome P450 6a22	7227	Drosophila melanogaster	499	PF00067	40..490
Q9V770	reviewed	Probable cytochrome P450 6a17	7227	Drosophila melanogaster	501	PF00067	34..482
Q9V771	reviewed	Probable cytochrome P450 6a23	7227	Drosophila melanogaster	502	PF00067	35..491
Q9V773	reviewed	Probable cytochrome P450 6a20	7227	Drosophila melanogaster	501	PF00067	52..493
Q9V774	reviewed	Probable cytochrome P450 6a21	7227	Drosophila melanogaster	504	PF00067	35..495
Q9V776	reviewed	Probable cytochrome P450 317a1	7227	Drosophila melanogaster	518	PF00067	59..501
Q9V7G5	reviewed	Probable cytochrome P450 4aa1	7227	Drosophila melanogaster	510	PF00067	50..481
Q9V8M2	reviewed	Probable cytochrome P450 12b2, mitochondrial	7227	Drosophila melanogaster	535	PF00067	62..511
Q9V979	reviewed	Probable cytochrome P450 6u1	7227	Drosophila melanogaster	488	PF00067	39..480
Q9V9L1	reviewed	Probable cytochrome P450 6w1	7227	Drosophila melanogaster	514	PF00067	34..484
Q9VA27	reviewed	Cytochrome P450 4c3	7227	Drosophila melanogaster	535	PF00067	59..527
Q9VB31	reviewed	Probable cytochrome P450 6a18	7227	Drosophila melanogaster	507	PF00067	36..498
Q9VCW1	reviewed	Probable cytochrome P450 6d4	7227	Drosophila melanogaster	515	PF00067	60..500
Q9VE00	reviewed	Probable cytochrome P450 12a4, mitochondrial	7227	Drosophila melanogaster	536	PF00067	71..509
Q9VE01	reviewed	Probable cytochrome P450 12a5, mitochondrial	7227	Drosophila melanogaster	536	PF00067	73..528
Q9VFJ0	reviewed	Probable cytochrome P450 313a1	7227	Drosophila melanogaster	492	PF00067	33..464
Q9VFP1	reviewed	Probable cytochrome P450 6d5	7227	Drosophila melanogaster	508	PF00067	57..485
Q9VG17	reviewed	Probable cytochrome P450 304a1	7227	Drosophila melanogaster	510	PF00067	30..500
Q9VG40	reviewed	Probable cytochrome P450 313a4	7227	Drosophila melanogaster	494	PF00067	33..465
Q9VG82	reviewed	Probable cytochrome P450 9f2	7227	Drosophila melanogaster	516	PF00067	36..507
Q9VGB3	reviewed	Probable cytochrome P450 313a3	7227	Drosophila melanogaster	492	PF00067	33..463
Q9VGB4	reviewed	Probable cytochrome P450 313a2	7227	Drosophila melanogaster	493	PF00067	34..463
Q9VGB5	reviewed	Probable cytochrome P450 313a5	7227	Drosophila melanogaster	487	PF00067	33..458
Q9VGH1	reviewed	Cytochrome P450 315a1, mitochondrial	7227	Drosophila melanogaster	520	PF00067	63..500
Q9VGZ0	reviewed	Probable cytochrome P450 12e1, mitochondrial	7227	Drosophila melanogaster	522	PF00067	61..517
Q9VHP4	reviewed	Probable cytochrome P450 313b1	7227	Drosophila melanogaster	502	PF00067	33..475
Q9VJ71	reviewed	Probable cytochrome P450 310a1	7227	Drosophila melanogaster	492	PF00067	120..460
Q9VL92	reviewed	Cytochrome P450 4e3	7227	Drosophila melanogaster	526	PF00067	35..471
